id,name,repo_url,additional_names,repo_identifier,description,repo_contact,types,size,start_date,ui_languages,subjects,mission_url,content_types,provider_types,keywords,institutions,institution_countries,institution_responsibilities,institution_types,policies,policy_urls,db_access_types,db_access_restrictions,db_licenses,db_license_urls,data_access,data_access_restrictions,data_licenses,data_license_urls,upload_access,upload_access_restrictions,upload_licenses,upload_license_urls,software,apis,pid_systems,cite_urls,aid_systems,quality_management,certificates,metadata_standards,metadata_urls,remarks,entry_date,last_update
r3d100012397,brainlife,https://brainlife.io,"brain life,brainlife.io","FAIRsharing_doi:10.25504/FAIRsharing.by3p8p,RRID:SCR_020940","Brainlife promotes engagement and education in reproducible neuroscience. We do this by providing an online platform where users can publish code (Apps), Data, and make it ""alive"" by integragrate various HPC and cloud computing resources to run those Apps. Brainlife also provide mechanisms to publish all research assets associated with a scientific project (data and analyses) embedded in a cloud computing environment and referenced by a single digital-object-identifier (DOI). The platform is unique because of its focus on supporting scientific reproducibility beyond open code and open data, by providing fundamental smart mechanisms for what we refer to as “Open Services.”","brlife@iu.edu,pestilli@utexas.edu",disciplinary,354 datasets; 161 apps,,eng,"1 Humanities and Social Sciences,110 Psychology,12 Social and Behavioural Sciences,2 Life Sciences,201 Basic Biological and Medical Research,20107 Bioinformatics and Theoretical Biology,206 Neurosciences,21 Biology,22 Medicine,4 Engineering Sciences,409 Computer Science,44 Computer Science, Electrical and System Engineering",https://brainlife.io,"Databases,Images,Scientific and statistical data formats,Software applications,Source code,Standard office documents,Structured graphics,other",dataProvider,"FAIR,biomedical engineering,brain imaging,cognitive neuroscience,human brain,informatics and computing,neuroinformatics,neuroradiology,ophthalmology,optometry,psychology,statistics","Github,Indiana University, Pervasive Technology Institute, Jetstream,Microsoft Research,National Science Foundation,The University of Texas at Austin,University of Texas at Austin, Department of Psychology","USA,USA,USA,USA,USA,USA","technical,general,funding,funding,funding,general,technical","non-profit,non-profit,commercial,non-profit,non-profit,non-profit","Acceptable Use Policy,Privacy Policy,brainlife Documentation","https://brainlife.io/docs/aup/,https://brainlife.io/docs/privacy/,https://brainlife.io/docs/",open,,,,restricted,"other,registration","CC,ODC,Public Domain","https://creativecommons.org/,https://opendatacommons.org/licenses/by/,https://wiki.creativecommons.org/wiki/public_domain",restricted,registration,,,,https://brainlife.io/docs/technical/api/,DOI,,ORCID,yes,,,,Partners: http://www.brain-life.org/ is covered by Clarivate Data Citation Index. Publication records at brainlife.io/pubs are preserved for at least ten years since latest use using the Scholarly Data Archive: https://kb.iu.edu/d/aiyi,2017-07-05,2021-09-01
r3d100012403,TCCON Data Archive,https://tccondata.org,Total Carbon Column Observing Network Data Archive,,"TCCON is a network of ground-based Fourier Transform Spectrometers recording direct solar spectra in the near-infrared spectral region. From these spectra, accurate and precise column-averaged abundance of CO2, CH4, N2O, HF, CO, H2O, and HDO are retrieved.",tccon_help@gps.caltech.edu,disciplinary,,,eng,"3 Natural Sciences,304 Analytical Chemistry, Method Development (Chemistry),31 Chemistry,313 Atmospheric Science and Oceanography,31301 Atmospheric Science,318 Water Research,31801 Hydrogeology, Hydrology, Limnology, Urban Water Management, Water Chemistry, Integrated Water Resources Management,34 Geosciences (including Geography)",https://tccon-wiki.caltech.edu/,"Plain text,Scientific and statistical data formats",dataProvider,"CH4,CO,CO2,FTIR spectroscopy,N2O,atmospheric trace gases,column-averaged dry-air mole fractions,remote sensing","California Institute of Technology,Caltech Library,Oak Ridge National Laboratory,Total Carbon Column Observing Network","USA,USA,USA,USA","funding,general,technical,general,technical,general","non-profit,non-profit,non-profit,non-profit",Data Use Policy,https://tccon-wiki.caltech.edu/Network_Policy/Data_Use_Policy,open,,,,open,,other,https://tccon-wiki.caltech.edu/Network_Policy/Data_Use_Policy#Data_Protocol,restricted,other,,,other,"https://tccon-wiki.caltech.edu/Network_Policy/Data_Use_Policy/Data_Description/NetCDF_File_Header_Example,https://data.caltech.edu/api/records/?q=cal_keyword=%22tccon%22",DOI,https://tccon-wiki.caltech.edu/Network_Policy/Data_Use_Policy#TCCON_Acknowledgement,,yes,,DataCite Metadata Schema,http://www.dcc.ac.uk/resources/metadata-standards/datacite-metadata-schema,"TCCON Data Archive is covered by Thomson Reuters Data Citation Index.
The TCCON is closely affiliated with the Network for the Detection of Atmospheric Composition Change Infrared Working Group (NDACC-IRWG), that produces vertical profiles of the concentrations of many of the same gases and several others. For more information see the NDACC website: https://www2.acom.ucar.edu/irwg",2017-07-14,2019-01-29
r3d100012439,GIN,https://web.gin.g-node.org/,G-Node Data Infrastructure Services,"FAIRsharing_doi:10.25504/FAIRsharing.nv6mrg,RRID:SCR_015864","The German Neuroinformatics Node's data infrastructure (GIN) services provide a platform for comprehensive and reproducible management and sharing of neuroscience data. Building on well established versioning technology, GIN offers the power of a web based repository management service combined with a distributed file storage. The service addresses the range of research data workflows starting from data analysis on the local workstation to remote collaboration and data publication.","https://web.gin.g-node.org/G-Node/Info/wiki/contact,info@g-node.org",disciplinary,,,eng,"2 Life Sciences,206 Neurosciences,20602 Cellular Neuroscience,20604 Systemic Neuroscience, Computational Neuroscience, Behaviour,20606 Cognitive Neuroscience and Neuroimaging,22 Medicine",https://gin.g-node.org/G-Node/Info/wiki/,"Archived data,Raw data,Scientific and statistical data formats,Source code,Structured text","dataProvider,serviceProvider",neuroscience,"Bundesministerium für Bildung und Forschung,Leibniz-Rechenzentrum der Bayerischen Akademie der Wissenschaften,Ludwig-Maximilians-Universität München, Department Biologie II, Division of Neurobiology","DEU,DEU,DEU","funding,technical,general","non-profit,non-profit,non-profit",Terms of Use,https://web.gin.g-node.org/G-Node/Info/wiki/Terms+of+Use,open,,,,"open,restricted",registration,"CC,CC0","https://creativecommons.org/licenses/by-nc-sa/4.0/,https://creativecommons.org/publicdomain/zero/1.0/",restricted,registration,,,other,https://github.com/G-Node/gndata-api,DOI,,,yes,,DataCite Metadata Schema,http://www.dcc.ac.uk/resources/metadata-standards/datacite-metadata-schema,,2017-08-11,2021-03-05
r3d100012440,DR-NTU (Data),https://researchdata.ntu.edu.sg/,Data repository - Nanyang Technological University,,"DR-NTU (Data) is the institutional open access research data repository for Nanyang Technological University (NTU), Singapore. NTU researchers are encouraged to use DR-NTU (Data) to deposit, publish and archive their final research data in order to make their research data discoverable, accessible and reusable.",library@ntu.edu.sg,institutional,"423 Dataverses; 654 Datasets; 19,211 Files",2017-08-14,eng,"1 Humanities and Social Sciences,111 Social Sciences,112 Economics,12 Social and Behavioural Sciences,2 Life Sciences,21 Biology,3 Natural Sciences,31 Chemistry,31 Chemistry,32 Physics,4 Engineering Sciences",https://libguides.ntu.edu.sg/drntudataguidespolicies,"Archived data,Audiovisual data,Configuration data,Databases,Images,Networkbased data,Plain text,Raw data,Scientific and statistical data formats,Software applications,Source code,Standard office documents,Structured graphics,Structured text,other",dataProvider,multidisciplinary,"Nanyang Technological University,Nanyang Technological University Centre for IT Services,Nanyang Technological University Library","SGP,SGP,SGP","funding,general,technical,technical,general","non-profit,non-profit,non-profit","Core Trust Seal,DR-NTU (Data) Policies,DR-NTU (Data) User Guides,NTU Research Data Policy","https://www.coretrustseal.org/wp-content/uploads/2022/01/20220128-DR-NTU-Data_final.pdf,https://libguides.ntu.edu.sg/drntudataguidespolicies/policies,https://libguides.ntu.edu.sg/drntudataguidespolicies/userguides,https://www.ntu.edu.sg/research/ntu-research-data-policy",open,,,,"open,restricted","institutional membership,registration",CC,https://creativecommons.org/licenses/by-nc/4.0/,restricted,institutional membership,,,DataVerse,,DOI,https://dataverse.org/best-practices/data-citation,,yes,other,"DDI - Data Documentation Initiative,Dublin Core,ISA-Tab,International Virtual Observatory Alliance Technical Specifications","http://www.dcc.ac.uk/resources/metadata-standards/ddi-data-documentation-initiative,http://www.dcc.ac.uk/resources/metadata-standards/abcd-access-biological-collection-data,http://www.dcc.ac.uk/resources/metadata-standards/isa-tab,http://www.dcc.ac.uk/resources/metadata-standards/international-virtual-observatory-alliance-technical-specifications","DR-NTU (Data) is covered by Clarivate Data Citation Index.
Metadata references: https://blogs.ntu.edu.sg/lib-datamanagement/files/2017/03/DRNTUData_SupportedMetadataReferences-2e09yn2.pdf",2017-08-18,2022-04-25
r3d100012447,MIDAS,https://www.midas.lt/public-app.html#/midas?lang=en,"Mokslo  Duomenų  Archyvas,Nacionalinis atviros prieigos mokslinių tyrimų duomenų archyvas,National Open Access Scientific Data Archive Information System",,"MIDAS is national research data archive. The aim of the MIDAS is to collect, process, store and analyse scientific research data and other relevant information in all fields of knowledge, enabling free, easy and convenient access to it via the Internet. MIDAS provides services for registered and not-registered users: students, listeners, academics, researchers, scientific workers, research data evaluation and quality assurance experts, other participants in a science and studies system as well as individuals interested in research data. MIDAS consists of 2 parts: MIDAS portal (all users) and user account (internal portal for registered users).The Vilnius University is controller and main processor of MIDAS system.","https://www.midas.lt/public-app.html#/contact?lang=en,ruta.mazonaite@ittc.vu.lt,zibute.petrauskiene@mb.vu.lt",other,324 elements,2015,"eng,lit","1 Humanities and Social Sciences,2 Life Sciences,3 Natural Sciences,4 Engineering Sciences",https://www.midas.lt/public-app.html#/apie-midas?lang=en,"Archived data,Audiovisual data,Databases,Images,Plain text,Raw data,Scientific and statistical data formats,Software applications,Source code,Structured graphics,Structured text,other",dataProvider,"Lithuania,Vilnius university,health care,multidisciplinary,research data","Vilniaus universitetas,Vilniaus universiteto Ligonine, Santaros Klinikos","LTU,LTU","general,general","non-profit,non-profit","Rules and Regulations for the Handling of Research Data in MIDAS,Terms of use,User Guide","https://www.midas.lt/media/Tvarkos/Mokslini%C5%B3_tyrim%C5%B3_duomen%C5%B3_tvarkymo_MIDAS_taisykl%C4%97s.pdf,https://www.midas.lt/media/Tvarkos/Naud_taisykl%C4%97s.docx,https://www.midas.lt/media/Tvarkos/VU-MIDAS-NVA.docx",open,,,,"embargoed,open,restricted",other,"other,other","https://www.midas.lt/media/Tvarkos/Mokslinių_tyrimų_duomenų_tvarkymo_MIDAS_taisyklės.pdf,https://www.midas.lt/media/Tvarkos/Naud_taisykl%C4%97s.docx",restricted,"other,registration",,,other,,DOI,https://www.midas.lt/media/Tvarkos/Naud_taisykl%C4%97s.docx,,yes,,"CIF - Crystallographic Information Framework,Dublin Core","http://www.dcc.ac.uk/resources/metadata-standards/cif-crystallographic-information-framework,http://www.dcc.ac.uk/resources/metadata-standards/dublin-core",,2017-08-29,2021-09-06
r3d100012490,Cloud-Aerosol Lidar and Infrared Pathfinder Satellite Observations,https://www-calipso.larc.nasa.gov/,CALIPSO,biodbcore-001310,"The CALIPSO satellite provides new insight into the role that clouds and atmospheric aerosols play in regulating Earth's weather, climate, and air quality.
CALIPSO combines an active lidar instrument with passive infrared and visible imagers to probe the vertical structure and properties of thin clouds and aerosols over the globe. CALIPSO was launched on April 28, 2006, with the CloudSat satellite.
CALIPSO and CloudSat are highly complementary and together provide new, never-before-seen 3D perspectives of how clouds and aerosols form, evolve, and affect weather and climate. CALIPSO and CloudSat fly in formation with three other satellites in the A-train constellation to enable an even greater understanding of our climate system.","Charles.R.Trepte@nasa.gov,https://www-calipso.larc.nasa.gov/resources/faq.php",disciplinary,,2006,eng,"3 Natural Sciences,311 Astrophysics and Astronomy,313 Atmospheric Science and Oceanography,315 Geophysics and Geodesy,31502 Geodesy, Photogrammetry, Remote Sensing, Geoinformatics, Cartogaphy,32 Physics,34 Geosciences (including Geography)",https://www.nasa.gov/mission_pages/calipso/main/index.html,"Images,Scientific and statistical data formats,Structured graphics,other",dataProvider,"A-train,aerosols,air quality,climate,clouds,weather","Centre national d'études spatiales,NASA Langley Research Center, Atmospheric Science Data Center,National Aeronautics and Space Administration","FRA,USA,USA","general,technical,general","non-profit,non-profit,non-profit",CALIPSO Data User Guide,https://www-calipso.larc.nasa.gov/resources/calipso_users_guide/,open,,,,"open,restricted",registration,"other,other,other","https://www.nasa.gov/about/highlights/HP_Privacy.html,https://www.nasa.gov/multimedia/guidelines/index.html,https://www.usa.gov/government-works",open,,,,,https://www-calipso.larc.nasa.gov/resources/calipso_users_guide/tools/idl/readNCDF.pro,DOI,https://eosweb.larc.nasa.gov/citing-asdc-data,,yes,,Repository-Developed Metadata Schemas,http://www.dcc.ac.uk/resources/metadata-standards/repository-developed-metadata-schemas,,2017-10-04,2021-11-16
r3d100012493,Project on Human Development in Chicago Neighborhoods,https://www.icpsr.umich.edu/icpsrweb/PHDCN/index.jsp,PHDCN,,"The Project on Human Development in Chicago Neighborhoods (PHDCN) is a large-scale, interdisciplinary study of how families, schools, and neighborhoods affect child and adolescent development. It was designed to advance the understanding of the developmental pathways of both positive and negative human social behaviors. In particular, the project examined the causes and pathways of juvenile delinquency, adult crime, substance abuse, and violence. At the same time, the project also provided a detailed look at the environments in which these social behaviors take place by collecting substantial amounts of data about urban Chicago, including its people, institutions, and resources.
Nearly all PHDCN data require an individual application with supporting materials to obtain the data. Applications are handled by the the National Archive of Criminal Justice Data (NACJD). Further instructions will appear on the study home page (linked from search results), where relevant.",phdcn@icpsr.umich.edu,disciplinary,,,eng,"1 Humanities and Social Sciences,111 Social Sciences,11102 Empirical Social Research,12 Social and Behavioural Sciences",https://www.icpsr.umich.edu/icpsrweb/PHDCN/about.jsp,"Scientific and statistical data formats,Standard office documents",dataProvider,"Social Science Variables Database,adolescent devlopment,adult crime,antisocial behavior,child development,human social behaviors,juvenile delinquency,quantitative data,substance abuse,urban Chicago,violence","Inter University Consortium for Political and Social Research,National Archive of Criminal Justice Data,National Institute of Justice","USA,USA,USA","general,general,technical,funding","non-profit,non-profit,non-profit","Bylaws,Conditions of Use,Terms of use","https://www.icpsr.umich.edu/icpsrweb/content/about/governance/bylaws.html,https://www.icpsr.umich.edu/icpsrweb/content/membership/or/metadata/index.html#conditions,https://www.icpsr.umich.edu/icpsrweb/content/shared/ICPSR/faqs/terms-of-use.html",open,,CC,https://creativecommons.org/licenses/by-nc/3.0/us/,"open,restricted",other,other,https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/20460/terms,restricted,other,,,unknown,"https://www.icpsr.umich.edu/icpsrweb/ICPSR/oai/citations,https://www.icpsr.umich.edu/icpsrweb/ICPSR/oai/studies",DOI,https://www.icpsr.umich.edu/icpsrweb/PHDCN/citation.jsp,,unknown,,"DDI - Data Documentation Initiative,DataCite Metadata Schema,Dublin Core","http://www.dcc.ac.uk/resources/metadata-standards/ddi-data-documentation-initiative,http://www.dcc.ac.uk/resources/metadata-standards/datacite-metadata-schema,http://www.dcc.ac.uk/resources/metadata-standards/dublin-core",,2017-10-04,2019-08-20
r3d100012538,DataverseNO,https://dataverse.no/,"HVL Open Research Data | Western Norway University of Applied Sciences,INN Open Research Data | Inland Norway University of Applied Sciences,MF Norwegian School of Theology, Religion and Society,NMBU Open Research Data | Norwegian University of Life Sciences (NMBU),NORD Open Research Data | Nord University,NTNU Open Research Data | NTNU - Norwegian University of Science and Technology,Repository for DataverseNO Partner Institutions,UiA Open Research Data | University of Agder,UiB Open Research Data | University of Bergen,UiS Open Research Data | University of Stavanger,UiT Open Research Data | UiT The Arctic University of Norway,Østfold University College Open Research Data | Østfold University College",FAIRsharing_doi:10.25504/FAIRsharing.5O9YTT,"DataverseNO (https://dataverse.no) is a curated, FAIR-aligned national generic repository for open research data from all academic disciplines. DataverseNO commits to facilitate that published data remain accessible and (re)usable in a long-term perspective. The repository is owned and operated by UiT The Arctic University of Norway. DataverseNO accepts submissions from researchers primarily from Norwegian research institutions. Datasets in DataverseNO are grouped into institutional collections as well as special collections. The technical infrastructure of the repository is based on the open source application Dataverse (https://dataverse.org), which is developed by an international developer and user community led by Harvard University.","https://site.uit.no/dataverseno/support/,researchdata@hjelp.uit.no","disciplinary,institutional,other",19 collections; 1168 datasets,2017,"eng,nor","1 Humanities and Social Sciences,2 Life Sciences,22 Medicine,3 Natural Sciences,34 Geosciences (including Geography),4 Engineering Sciences,44 Computer Science, Electrical and System Engineering",https://site.uit.no/dataverseno/about/policy-framework/,"Archived data,Audiovisual data,Configuration data,Databases,Images,Plain text,Raw data,Scientific and statistical data formats,Software applications,Source code,Standard office documents,Structured graphics,Structured text,other","dataProvider,serviceProvider","FAIR,curated,multi-disciplinary,multi-institutional","Inland Norway University of Applied Sciences,MF Norwegian School of Theology, Religion and Society,NTNU - Norwegian University of Science and Technology,Nord University,Norwegian University of Life Sciences (NMBU),UiT The Arctic University of Norway,University of Agder,University of Bergen,University of Stavanger,Western Norway University of Applied Sciences,Østfold University College","NOR,NOR,NOR,NOR,NOR,NOR,NOR,NOR,NOR,NOR,NOR","funding,general,funding,general,funding,general,funding,general,funding,general,funding,general,technical,funding,general,funding,general,funding,general,funding,general,funding,general","non-profit,non-profit,non-profit,non-profit,non-profit,non-profit,non-profit,non-profit,non-profit,non-profit,non-profit",DataverseNO Policy Framework,https://site.uit.no/dataverseno/about/policy-framework/,open,,CC0,https://creativecommons.org/share-your-work/public-domain/cc0/,"embargoed,open",,CC0,https://creativecommons.org/share-your-work/public-domain/cc0/,"restricted,restricted","institutional membership,registration,other,registration",DataverseNO Deposit Agreement,https://site.uit.no/dataverseno/about/policy-framework/deposit-agreement/,DataVerse,"https://dataverse.no/oai,https://www.openarchives.org/pmh/,http://guides.dataverse.org/en/latest/api/native-api.html,http://guides.dataverse.org/en/latest/api/sword.html",DOI,https://dataverse.org/best-practices/data-citation,"ORCID,other",yes,other,"DDI - Data Documentation Initiative,DataCite Metadata Schema,Dublin Core,ISA-Tab,International Virtual Observatory Alliance Technical Specifications,PROV","http://www.dcc.ac.uk/resources/metadata-standards/ddi-data-documentation-initiative,http://www.dcc.ac.uk/resources/metadata-standards/datacite-metadata-schema,http://www.dcc.ac.uk/resources/metadata-standards/dublin-core,http://www.dcc.ac.uk/resources/metadata-standards/isa-tab,http://www.dcc.ac.uk/resources/metadata-standards/international-virtual-observatory-alliance-technical-specifications,http://www.dcc.ac.uk/resources/metadata-standards/prov","Metadata from DataverseNO are harvested/indexed by several discovery services, including B2FIND (http://b2find.eudat.eu/), BASE (https://www.base-search.net), DataCite Search (https://search.datacite.org), Google Dataset Search (https://datasetsearch.research.google.com/), ExLibris Primo (https://www.exlibrisgroup.com/products/primo-discovery-service/).",2017-11-10,2022-02-03
r3d100012582,Base de Dados  Científicos da Universidade Federal do Paraná,https://bdc.c3sl.ufpr.br/,"BDC Universidade Federal do Paraná,Scientific Database of the Federal University of Paraná",,"The Scientific Database of the Federal University of Paraná aims to gather the scientific data used in the researches that were published by the UFPR community in theses, dissertations, journal articles, and other bibliographic materials.
BDC joins RDI / UFPR as an innovative service that tracks the worldwide trend in research planning, management, production, organization, storage, dissemination and reuse. The availability of research data contributes to the transparency and optimization of scientific production through the reuse of data sets and the possibility of new analyzes and approaches","bdc@ufpr.br,informacaodigital@ufpr.br,sibi@ufpr.br","institutional,other",71 datasets,2017-12-21,"eng,por","1 Humanities and Social Sciences,2 Life Sciences,3 Natural Sciences,4 Engineering Sciences",https://bdc.c3sl.ufpr.br/handle/123456789/3,"Archived data,Audiovisual data,Databases,Images,Plain text,Scientific and statistical data formats,Software applications,Source code,Structured graphics",dataProvider,"ciência aberta,dados científicos,dados científicos abertos,dados científicos de pesquisa,open access,open data,open science,open source,research data,scientific data",Universidade Federal do Paraná,BRA,"funding,general,sponsoring,technical",non-profit,Diretrizes da Base de Dados Cientificos da UFPR,https://portal.ufpr.br/documentos/BDC/diretrizes_BDC.pdf,open,,CC,https://creativecommons.org/licenses/by/4.0/,open,,CC,https://creativecommons.org/licenses/by/4.0/,restricted,institutional membership,CC,https://creativecommons.org/licenses/by/3.0/,DSpace,https://bdc.c3sl.ufpr.br/oai,"DOI,hdl",https://portal.ufpr.br/documentos/BDC/diretrizes_BDC.pdf,,yes,,Dublin Core,http://www.dcc.ac.uk/resources/metadata-standards/dublin-core,,2017-12-22,2021-09-29
r3d100012587,EnviDat,https://www.envidat.ch/,Environmental Data Portal,,"With the Program EnviDat we develop a unified and managed access portal for WSL's rich reservoir of environmental monitoring and research data. EnviDat is designed as a portal to publish, connect and search across existing data but is not intended to become a large data centre hosting original data. While sharing of data is centrally facilitated, data management remains decentralised and the know-how and responsibility to curate research data remains with the original data providers.",envidat@wsl.ch,disciplinary,135 datasets,,"deu,eng,fra,ita","2 Life Sciences,202 Plant Sciences,203 Zoology,21 Biology,23 Agriculture, Forestry, Horticulture and Veterinary Medicine,3 Natural Sciences,34 Geosciences (including Geography)",https://www.envidat.ch/about,"Audiovisual data,Databases,Images,Plain text,Raw data,Standard office documents,Structured text",dataProvider,"Switzerland,biodiversity,forests,landscapes,natural hazards,permafrost,snow,swiss","Swiss Federal Institute for Forest, Snow and Landscape,WSL Institute for Snow and Avalanche Research","CHE,CHE","funding,general,general","non-profit,non-profit",Terms and conditions,https://www.wsl.ch/en/about-wsl/terms-and-conditions.html,open,,,,open,,"CC,Copyrights,ODC,other","https://creativecommons.org/licenses/by/4.0/,https://www.envidat.ch/about,https://opendatacommons.org/licenses/odbl/summary/,http://opendefinition.org/licenses/odc-odbl/",restricted,"institutional membership,registration",,,CKAN,,DOI,,ORCID,yes,,DataCite Metadata Schema,http://www.dcc.ac.uk/resources/metadata-standards/datacite-metadata-schema,"EnviDat is designed as a portal to publish, connect and search across existing data, rather than as a large data centre. The responsibility to curate research data remains with the original data providers. Data policies can be found in the datasets.  - Citations within the datasets",2018-01-08,2018-10-09
r3d100012593,JRC Data Catalogue,https://data.jrc.ec.europa.eu/,EC's Joint Research Centre Data Catalogue,"FAIRsharing_doi:10.25504/FAIRsharing.4e2z82,MIR:00100849","The JRC Data Catalogue gives access to the multidisciplinary data produced and maintained by the Joint Research Centre, the European Commission's in-house science service providing independent scientific advice and support to policies of the European Union.",jrc-publications@ec.europa.eu,institutional,"2,400+ entries",2016-01-20,eng,"1 Humanities and Social Sciences,112 Economics,12 Social and Behavioural Sciences,2 Life Sciences,3 Natural Sciences,4 Engineering Sciences",https://data.jrc.ec.europa.eu/about,"Databases,Images,Networkbased data,Scientific and statistical data formats",dataProvider,multidisciplinary,"European Commission, Joint Research Centre",EEC,general,non-profit,JRC Data Policy,https://ec.europa.eu/jrc/en/about/jrc-in-brief/data-policy,open,,other,https://ec.europa.eu/info/legal-notice_en#copyright-notice,"open,restricted",registration,"CC,CC0,other","https://creativecommons.org/licenses/by/4.0/,https://creativecommons.org/publicdomain/zero/1.0/,https://ec.europa.eu/info/legal-notice_en#copyright-notice",restricted,institutional membership,,,CKAN,,"DOI,PURL",https://ec.europa.eu/info/legal-notice_en#copyright-notice,ORCID,yes,,DCAT - Data Catalog Vocabulary,http://www.dcc.ac.uk/resources/metadata-standards/dcat-data-catalog-vocabulary,,2018-01-22,2021-10-06
r3d100012604,AMS Acta,https://amsacta.unibo.it/,"AMSActa,Alma Mater Studorium Acta,Insitutional Research Repository",ISSN 2038-7954,"AMS Acta is the institutional open access repository which enables the researchers of the Alma Mater Studiorum - University of Bologna to share, preserve and showcase their scientific results making them easily accessible, citable and reusable. The repository collects and disseminates scientific publications, research data and preprints.
AMS Acta is the archiving infrastructure for the University of Bologna’s researchers participating in the European programme H2020 that requires open access and the mandatory deposit of all funded peer-reviewed publications in a repository. AMS Acta collects both publications and research data so it is also a suitable archiving solution for the funded projects participating in the H2020 Open Research Data Pilot.","almadl@unibo.it,eprints@cib.unibo.it",institutional,18 research datasets,,"eng,ita","1 Humanities and Social Sciences,2 Life Sciences,3 Natural Sciences,4 Engineering Sciences",http://www.sba.unibo.it/it/allegati/allegati-almadl/ams-acta-mission-statement-and-repository-policies/@@download/file/policy_acta_20161214.pdf,"Scientific and statistical data formats,Standard office documents,Structured text",dataProvider,multidisciplinary,"Alma Mater Studiorum - University of Bologna,Alma Mater Studiorum, Sistema Bibliotecario de Ateneo","ITA,ITA","funding,general,general,technical","non-profit,non-profit","AMS ACTA Mission Statement and Repository Policies,AMS Acta General Terms and Conditions of Use,Condizioni di utilizzo del Sito AlmaDL,Repository mission and policies","http://www.sba.unibo.it/it/allegati/allegati-almadl/ams-acta-mission-statement-and-repository-policies/@@download/file/policy_acta_20161214.pdf,http://www.sba.unibo.it/it/allegati/allegati-almadl/acta-general-service-agreement,http://www.sba.unibo.it/it/allegati/allegati-almadl/condizioni-sito-almadl,https://amsacta.unibo.it/help.html",open,,,,open,,CC,https://creativecommons.org,"restricted,restricted","institutional membership,institutional membership",Repository mission and policies,https://amsacta.unibo.it/help.html,EPrints,http://amsacta.unibo.it/cgi/oai2,DOI,,ORCID,unknown,,Dublin Core,http://www.dcc.ac.uk/resources/metadata-standards/dublin-core,,2018-02-09,2019-02-06
r3d100012625,HydroShare,https://www.hydroshare.org/,,FAIRsharing_DOI:10.25504/FAIRsharing.ZvHsiN,"HydroShare is a system operated by The Consortium of Universities for the Advancement of Hydrologic Science Inc. (CUAHSI) that enables users to share and publish data and models in a variety of flexible formats, and to make this information available in a citable, shareable and discoverable manner.  HydroShare includes a repository for data and models, and tools (web apps) that can act on content in HydroShare providing users with a gateway to high performance computing and computing in the cloud.
With HydroShare you can: share data and models with colleagues; manage access to shared content; share, access, visualize, and manipulate a broad set of hydrologic data types and models; publish data and models and obtain a citable digital object identifier (DOI); aggregate resources into collections; discover and access data and models published by others; use the web services application programming interface (API) to programmatically access resources; and use integrated web applications to visualize, analyze and run models with data in HydroShare.",help@cuahsi.org,disciplinary,4526 datasets,2015-06-02,eng,"3 Natural Sciences,317 Geography,318 Water Research,31801 Hydrogeology, Hydrology, Limnology, Urban Water Management, Water Chemistry, Integrated Water Resources Management,34 Geosciences (including Geography)",https://help.hydroshare.org/about-hydroshare/,"Images,Raw data,Standard office documents,Structured text,other","dataProvider,serviceProvider","code,geographic raster,geography,hydrogeology,hydrology,model,multidimensional,netCDF,snow water equivalent,software,spatial data,time series,water science","Consortium of Universities for the Advancement of Hydrologic Science, Inc.,National Science Foundation","USA,USA","general,technical,funding","non-profit,non-profit","HydroShare Publication Agreement,Quota,Statement of Privacy,Terms of Use","https://help.hydroshare.org/about-hydroshare/policies/hydroshare-publication-agreement/,https://help.hydroshare.org/about-hydroshare/policies/quota/,https://help.hydroshare.org/about-hydroshare/policies/statement-of-privacy/,https://help.hydroshare.org/about-hydroshare/policies/terms-of-use/",open,,,,"open,restricted","other,registration","BSD,CC","https://opensource.org/licenses/BSD-3-Clause,https://creativecommons.org/licenses/by/4.0/",restricted,registration,HydroShare Publication Agreement,https://help.hydroshare.org/about-hydroshare/policies/hydroshare-publication-agreement/,,"https://help.hydroshare.org/hydroshare-resource-types/multidimensional-netcdf/,http://hyrax.hydroshare.org/opendap/hyrax/",DOI,https://www.hydroshare.org/resource/50fa9c5b3b5b4263bf4f1752a8b6723c/,,yes,,Dublin Core,http://www.dcc.ac.uk/resources/metadata-standards/dublin-core,"HydroShare is covered by Clarivate Data Citation Index.
HydroShare is Open Source and available on Github.",2018-03-21,2021-11-16
